query,expected_drugs
Obat untuk membantu menambah tenaga dan kesegaran tubuh agar tidak mudah sakit,hemaviton action 5 kapsul
Obat untuk cape. membantu meningkatkan kebugaran / tubuh fit,hemaviton action 5 kapsul
Obat untuk membantu memenuhi kebutuhan vitamin dan mineral yang dibutuhkan tubuh pada pria dan wanita,hemaviton action 5 kapsul
Obat untuk suplemen untuk memulihkan stamina dan memelihara daya konsentrasi,hemaviton stamina plus 5 kapsul
Obat untuk menghilangkan sembelit dan meredakan gejala panas dalam seperti tenggorokan kering dan sariawan,herbana balance madia cool down 10 kaplet
Obat untuk suplemen untuk membantu memelihara daya tahan tubuh,hufanacea sirup 60 ml
Obat untuk membantu meningkatkan produksi energi dan metabolisme,kal multiple energy 100 tablet
Obat untuk menunjang fungsi pencernaan,kal multiple energy 100 tablet
Obat untuk serta melindungi terhadap serangan radikal-radikal bebas yang dapat menurunkan daya tahan tubuh dan kelelahan.,kal multiple energy 100 tablet
Obat untuk membantu memelihara kebutuhan multivitamin dan mineral yang dibutuhkan di masa pertumbuhan serta membantu pertumbuhan tulang dan gigi,kamulvit b12 sirup 120 ml
Obat untuk membantu memenuhi kebutuhan vitamin dan mineral yang bermanfaat selama masa penyembuhan setelah sakit.,lanovit 10 kaplet
Obat untuk suplementasi yang mengandung vitamin dan mineral (besi dan kalsium),multiviral 10 tablet
Obat untuk membantu memenuhi kebutuhan vitamin dan mineral untuk memelihara kesehatan tubuh.,nature's health optima 60 tablet
Obat untuk meningkatkan daya tahan tubuh dan energi membantu proses penyembuhan dari sakit menjaga kesehatan organ-organ tubuh seperti kulit,nature's plus zinc picolinate w/b-6 60 tablet
Obat untuk jantung dan pembuluh darah,nature's plus zinc picolinate w/b-6 60 tablet
Obat untuk saraf,"nature's plus zinc picolinate w/b-6 60 tablet,prove dk2 10 tablet kunyah"
Obat untuk alat reproduksi,nature's plus zinc picolinate w/b-6 60 tablet
Obat untuk serta hati membantu proses metabolisme di dalam tubuh,nature's plus zinc picolinate w/b-6 60 tablet
Obat untuk membantu meluruhkan batu urin di saluran kemih serta membantu melancarkan buang air kecil,nephrolit 4 kapsul
Obat untuk kapsul lunak yang mengandung ginseng g115,pharmaton formula 2 kapsul
Obat untuk 11 vitamin & 8 mineral,pharmaton formula 2 kapsul
Obat untuk dilengkapi dengan dmae yang efektif mengurangi rasa letih,pharmaton formula 2 kapsul
Obat untuk meningkatkan stamina pada saat aktivitas fisik,pharmaton formula 2 kapsul
Obat untuk mendukung memori dan kemampuan belajar,pharmaton formula 2 kapsul
Obat untuk serta dapat membantu mensatbilkan emosi.,pharmaton formula 2 kapsul
Obat untuk membantu menjaga stamina dan kesehatan tubuh,pharmaton vit 5 kaplet
Obat untuk pencegahan defisiensi vitamin b kompleks,pritavit 10 kaplet
Obat untuk vitamin c dan kalsium pada masa pemulihan paska sakit dan lanjut usia,pritavit 10 kaplet
Obat untuk prove dk2 membantu kesehatan tulang dan gigi (khususnya penderita osteoporosis,prove dk2 10 tablet kunyah
Obat untuk osteopenia,prove dk2 10 tablet kunyah
Obat untuk patah/retak tulang),prove dk2 10 tablet kunyah
Obat untuk wanita menopause (yang sedang/pernah mengonsumsi suplemen calcium),prove dk2 10 tablet kunyah
Obat untuk pasien hiperlipidemia (obesitas),prove dk2 10 tablet kunyah
Obat untuk menjaga kesehatan jantung dan pembuluh darah,prove dk2 10 tablet kunyah
Obat untuk mencegah pengerasan dinding pembuluh darah (aterosklerosis),prove dk2 10 tablet kunyah
Obat untuk menjaga fungsi organ tubuh lainnya (pankreas,prove dk2 10 tablet kunyah
Obat untuk hati,prove dk2 10 tablet kunyah
Obat untuk otak),prove dk2 10 tablet kunyah
Obat untuk suplemen ini digunakan untuk membantu memenuhi kebutuhan vitamin dan mineral pada kondisi tubuh yang menurun pada saat bekerja keras atau berolahraga,provital 10 tablet
Obat untuk selama sakit dan membantu memelihara kesehatan tubuh.,provital 10 tablet
Obat untuk membantu memelihara kesehatan tubuh,"provital plus 5 kapsul,qutan-10 30 tablet,supravit 60 kapsul,ubitine 6 kapsul lunak"
Obat untuk meredakan gejala hemoroid (wasir) dan varises,rhodium 10 tablet
Obat untuk memenuhi asupan vitamin c dan vitamin b kompleks harian,samcorbex 10 kaplet
Obat untuk untuk membantu memenuhi kebutuhan vitamin b kompleks,selkom c 10 kapsul
Obat untuk vitamin a,selkom c 10 kapsul
Obat untuk vitamin c dan vitamin e. vitamin b dapat membantu proses metabolisme tubuh.,selkom c 10 kapsul
Obat untuk suplemen untuk,seloxy 6 kaplet
Obat untuk e,seloxy 6 kaplet
Obat untuk bantu memenuhi kebutuhan vitamin a,seloxy 6 kaplet
Obat untuk vitamin e,seloxy 6 kaplet
Obat untuk zinc,seloxy 6 kaplet
Obat untuk dan selenium.,seloxy 6 kaplet
Obat untuk membantu meringankan gangguan sulit tidur,sido muncul prostresa 30 kapsul
Obat untuk secara tradisional digunakan untuk membantu memelihara stamina.,top up 30 kapsul
Obat untuk suplementasi multivitamin,viliron neo 5 kapsul lunak
Obat untuk zat besi,viliron neo 5 kapsul lunak
Obat untuk mineral,viliron neo 5 kapsul lunak
Obat untuk dan ekstrak liver untuk keadaan anemia karena kekurangan zat besi serta menjaga kesehatan tubuh. dapat diminum selama masa kehamilan.,viliron neo 5 kapsul lunak
Obat untuk suplemen makanan yang digunakan untuk memelihara kesehatan tubuh.,"viusid powder 4 g,viusid sirup 100 ml"
Obat untuk � mendukung fungsi kekebalan tubuh dan membantu melawan infeksi / pilek � sebagai anti-inflamasi dan antioksidan yang efektif,wellness zinc with vitamin b6 60 tablet
Obat untuk � diperlukan untuk kerja enzim-enzim di dalam tubuh � membantu menjaga kesehatan jantung dan pembuluh darah � dapat membantu mencegah diare � membantu penyerapan dan pencernaan nutrisi,wellness zinc with vitamin b6 60 tablet
Obat untuk membantu memenuhi kebutuhan mineral seperti zinc,zinc plus 10 kapsul
Obat untuk tembaga,zinc plus 10 kapsul
Obat untuk dan vitamin c.,zinc plus 10 kapsul
Obat untuk mengatasi kelelahan dan kelemahan tubuh melancarkan aliran darah ke seluruh tubuh mencukupi kekurangan gizi membantu memperbaiki jaringan dan fungsi tubuh yang mulai / sudah rusak,wellness bee complete 30 softgel
Obat untuk berperan sebagai anti aging,wellness bee complete 30 softgel
Obat untuk membantu penyembuhan penyakit kulit,wellness bee complete 30 softgel
Obat untuk batuk & flu,wellness bee complete 30 softgel
Obat untuk pms,wellness bee complete 30 softgel
Obat untuk dll memperbaiki metabolisme tubuh berperan sebagai antibiotik,wellness bee complete 30 softgel
Obat untuk antivirus & anti radang,wellness bee complete 30 softgel
Obat untuk membantu memelihara imunitas tubuh.,"zinc picolinate and gluconate pharmacore nutraceuticals 30 kapsul,zinc picolinate and gluconate pharmacore nutraceuticals 60 kapsul"
Obat untuk membantu untuk memelihara kesehatan,"astria 4 mg 12 kapsul,astria 4 mg 4 kapsul,astria force 6 mg 6 kapsul"
Obat untuk membantu memelihara daya tahan tubuh.,"amunizer 4 sachet,femmy trimune 6 sachet,goldtrion 30 kaplet,imboost 10 tablet,imboost 4 tablet,imboost 50 tablet,imboost effervescent rasa anggur 8 tablet,imboost effervescent rasa jeruk 2 tablet,imboost effervescent rasa jeruk 8 tablet,imboost force 10 kaplet,imboost force 30 kaplet,imboost force extra strength 10 tablet,imboost kids sirup 60 ml,imboost kids sirup rasa anggur 60 ml,imunos plus 4 kaplet,opinacea 10 kaplet,proza 5 kaplet,starmuno kids sirup 60 ml"
Obat untuk suplemen untuk memelihara daya tahan tubuh.,lycoxy 6 kaplet
Obat untuk membantu memelihara daya tahan tubuh dan membantu meredakan batuk.,imboost force cough 10 tablet
Obat untuk membantu memulihkan daya tahan tubuh,fituno 30 kaplet
Obat untuk suplemen menjaga kesehatan tulang dan gigi .,"imboost bone effervescent 2 tablet,imboost bone effervescent 8 tablet"
Obat untuk suplemen nutrisi untuk menstimulir sistem imun tubuh selama terjadi infeksi saluran nafas akut dan kronik,imunos plus sirup 60 ml
Obat untuk suplemen untuk memenuhi kebutuhan vitamin a,oxyvit 6 kaplet
Obat untuk katalis alami untuk menghasilkan energi dari makanan dan antioksidan,q-ten 100 mg 30 kapsul
Obat untuk membantu merangsang tubuh memproduksi lebih banyak antibodi dan mengaktifkan sistem kekebalan tubuh agar daya tahan tubuh bekerja optimal.,stimuno forte 10 kapsul
Obat untuk immunomodulator untuk membantu memperbaiki sistem imun dengan membantu merangsang tubuh memproduksi lebih banyak antibodi dan membantu mengaktifkan sistem kekebalan tubuh agar daya tahan tubuh bekerja optimal,"stimuno forte 30 kapsul,stimuno sirup rasa anggur 100 ml,stimuno sirup rasa anggur 60 ml,stimuno sirup rasa jeruk beri 100 ml,stimuno sirup rasa jeruk beri 60 ml,stimuno sirup rasa original 100 ml,stimuno stick pack rasa jeruk beri 5 ml 5 sachet"
Obat untuk terapi penunjang dan peningkat daya tahan tubuh.,asta plus 6 kaplet
Obat untuk antioksidan untuk membantu memelihara kesehatan.,asthin force 4 mg 10 kapsul
Obat untuk suplemen untuk produksi energi & sebagai antioxidan.,bioquinone kapsul
Obat untuk membantu proses metabolisme karbohidrat,canergy 15 tablet
Obat untuk dan lemak di dalam tubuh menjadi energi.,canergy 15 tablet
Obat untuk membantu mengurangi lemak tubuh,"borobudur ideal 100 pil,borobudur jati belanda 100 kapsul,borobudur jati belanda 60 kapsul,borobudur susut perut 30 kapsul,combes 30 tablet,jamu iboe body slim herbal 30 kapsul"
Obat untuk suplemen antioksidan,coten 30 mg 10 kapsul
Obat untuk suplemen untuk membantu menjaga daya tahan tubuh yang sehat,formuno 10 kaplet
Obat untuk suplemen untuk membantu memelihara kesehatan,"galten kaplet,syncore powder sachet 6.7 g,xidane 4 mg 30 kapsul"
Obat untuk menunjang sistem daya tahan tubuh terhadap radikal bebas.,glisodin 30 kapsul
Obat untuk membantu memperbaiki sistem imun dan memelihara daya tahan tubuh.,good life vit c 1000 plus echinacea effervescent 10 tablet
Obat untuk suplemen untuk membantu memelihara daya tahan tubuh.,"imunos 4 kaplet,imunos sirup 60 ml"
Obat untuk pemeliharaan kesehatan tubuh,liproqy 6 kapsul
Obat untuk membantu memelihara sistem imun tubuh.,munosan tablet effervescent
Obat untuk sebagai antioksidan yang kuat untuk membantu mencegah proses dan tanda-tanda penuaan,"natural factors coenzyme q10 30 kapsul,nutriwell co q-10 30 kapsul"
Obat untuk serta mendukung kesehatan jantung.,"natural factors coenzyme q10 30 kapsul,nutriwell co q-10 30 kapsul"
Obat untuk inflamasi pada semua kondisi operasi dan infeksi,norflam 10 kapsul
Obat untuk antioksidan untuk melindungi tubuh dari radikal bebas,noros 10 kaplet
Obat untuk memenuhi kebutuhan vitamin dan mineral.,noros 10 kaplet
Obat untuk memelihara kesehatan jantung,nu q ten com 10 kapsul
Obat untuk suplemen untuk membantu memelihara teapi penyakit jantung dan pembuluh darah,nutrimax coenzyme q10 30 tablet
Obat untuk proza sirup merupakan supplement yang digunakan untuk membantu memelihara daya tahan tubuh.,proza sirup 60 ml
Obat untuk menstimulasi sistem imun pada infeksi akut dan kronik,starmuno 10 kaplet
Obat untuk membantu meningkatkan imunitas tubuh dalam pembentukan antibodi,synzi 30 tablet
Obat untuk dan mengatasi defiesiensi zinc,synzi 30 tablet
Obat untuk antioksidan dan melindungi sel dari radikal bebas.,xidane 4 mg 30 kapsul
Obat untuk anemia karena kekurangan zat besi dan mineral lain yang membantu pembentukan darah.,"sangobion 10 kapsul,sangobion 4 kapsul"
Obat untuk suplemen multivitamin dan mineral mengandung dha untuk nutrisi otak ibu hamil & menyusui.,folamil genio 30 kapsul
Obat untuk defisiensi vitamin dan mineral,"elkana 10 tablet,elkana suspensi 60 ml"
Obat untuk memenuhi kebutuhan asam folat dan yodium selama kehamilan.,blackmores i-folic 60 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. hipogalaksia primer dan sekunder,moloco plus b12 10 tablet
Obat untuk membantu melancarkan air susu ibu (asi),"lactamor 10 kaplet,mom uung asi booster 30 kapsul,mom uung asi booster 60 kapsul"
Obat untuk memelihara kesehatan untuk ibu hamil dan menyusui,promavit 10 kapsul
Obat untuk membantu produksi dan memperlancar asi. menjaga stamina ibu selama menyusui,asifit 30 kaplet
Obat untuk suplemen untuk memelihara kesehatan tulang dan gigi.,cdr fortos 10 tablet
Obat untuk anemia selama hamil dan menyusui,emineton 10 tablet
Obat untuk remaja dan masa pertumbuhan,emineton 10 tablet
Obat untuk pasien usia lanjut,emineton 10 tablet
Obat untuk malnutrisi. pencegahan anemia.,emineton 10 tablet
Obat untuk membantu memenuhi kebutuhan zat besi,"feroplus 10 tablet effervescent,ferospat 10 tablet effervescent"
Obat untuk vit b12,"feroplus 10 tablet effervescent,ferospat 10 tablet effervescent"
Obat untuk vit c asam folat dan mineral lain untuk ibu hamil,"feroplus 10 tablet effervescent,ferospat 10 tablet effervescent"
Obat untuk serta pada lanjut usia,"feroplus 10 tablet effervescent,ferospat 10 tablet effervescent"
Obat untuk terapi tambahan untuk kandidiasis vulvovag,floragyn 10 kapsul
Obat untuk vaginosis bakterial,floragyn 10 kapsul
Obat untuk & infeksi saluran kemih.,floragyn 10 kapsul
Obat untuk berfungsi membantu memelihara kesehatan wanita hamil,folamil gold 30 kapsul
Obat untuk anemia megaloblastik dan makrositik akibat defisensi asam folat. pada keadaan yang membutuhkan suplemen asam folat serta keadaan dimana kebutuhan asam folat meningkat.,folavit 1000 mcg 4 tablet
Obat untuk mencegah dan mengobati defisiensi : vit b1,forneuro 6 kapsul
Obat untuk vit.e,forneuro 6 kapsul
Obat untuk asam folat & anemia megaloblastik.,forneuro 6 kapsul
Obat untuk multivitamin dan asam lemak esensial untuk ibu hamil & menyusui,gestiamin-pluz 10 kapsul
Obat untuk anemia pada kehamilan dan menyusui,hemobion 10 kapsul
Obat untuk anemia akibat pendarahan,hemobion 10 kapsul
Obat untuk kehamilan.,hemobion 10 kapsul
Obat untuk membantu melancarkan air susu ibu,"borobudur asi 30 kapsul,borobudur kattuk 30 kapsul,herba asimor 30 kaplet,herba asimor 60 kaplet,lancar asi 30 kaplet"
Obat untuk anemia defisiensi zat besi,"biosanbe 10 kapsul,iberet folic-500 10 tablet"
Obat untuk anemia megaloblastik disertai kekurangan vitamin c dan b kompleks,iberet folic-500 10 tablet
Obat untuk terutama pada kehamilan.,iberet folic-500 10 tablet
Obat untuk anemia akibat defisiensi zat besi selama masa pertumbuhan,inbion 10 kapsul
Obat untuk kehamilan,inbion 10 kapsul
Obat untuk malnutrisi & lainnya.,inbion 10 kapsul
Obat untuk membantu ejeksi dan produksi asi,lactamam 10 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. hipogalaktia/produksi asi yang kurang memadai,laktafit 10 tablet
Obat untuk suplementasi multivitamin dan mineral selama masa kehamilan dan menyusui.,osfit platinum 30 kapsul
Obat untuk suplemen bagi ibu hamil untuk mempercepat pertumbuhan otak fetus dan untuk mencukupi kebutuhan nutrisi yang meningkat,"prolacta for mother 10 kapsul,prolacta for mother 60 kapsul"
Obat untuk digunakan untuk suplementasi asam folat untuk ibu hamil,vitafol 5 mg 10 kaplet
Obat untuk anemia pada masa pertumbuhan atau akibat perdarahan,biosanbe 10 kapsul
Obat untuk kehamilan & menyusui,biosanbe 10 kapsul
Obat untuk usia lanjut,"biosanbe 10 kapsul,samcobion 10 kapsul"
Obat untuk malnutrisi atau diet.,biosanbe 10 kapsul
Obat untuk suplementasi vitamin dan mineral selama kehamilan dan menyusui,caloma plus 10 kapsul
Obat untuk mencegah defisiensi kalsium dan magnesium pada masa menopause dan usia lanjut.,caloma plus 10 kapsul
Obat untuk membantu memelihara kebutuhan vitamin dan mineral selama kehamilan.,esfolat 10 tablet
Obat untuk suplemen nutrisi selama hamil dan paska melahirkan.,folamil 4 kaplet
Obat untuk memelihara kesehatan pada wanita hamil,folda 6 kaplet
Obat untuk membantu melancarkan air susu ibu (asi).,herbatia sari asi 30 kapsul
Obat untuk membantu memenuhi kebutuhan asam folat,hijavit-d 10 kaplet
Obat untuk vitamin d3,hijavit-d 10 kaplet
Obat untuk kalsium dan zinc pada ibu hamil.,hijavit-d 10 kaplet
Obat untuk suplemen untuk maka kehamilan dan menyusui,inlacta dha 10 kapsul
Obat untuk membantu melancarkan air susu ibu.,lactaboost 30 tablet
Obat untuk suplemen untuk ibu hamil yang dapat membantu mengurangi gejala mual hingga muntah karena mengandung bahan-bahan natural,mama's choice morning sickness relief 15 sachet
Obat untuk seperti ekstrak jahe,mama's choice morning sickness relief 15 sachet
Obat untuk lemon dan vitamin b6.,mama's choice morning sickness relief 15 sachet
Obat untuk mencegah & mengobati anemia akibat defisiensi zat besi & defisiensi vitamin b,nonemi 10 tablet
Obat untuk suplementasi vitamin & mineral yang dibutuhkan oleh ibu pada masa kehamilan dan menyusui.,nutrimax mother 30 tablet
Obat untuk suplementasi untuk meningkatkan daya tahan tubuh serta menambah energi dan stamina dan membantu mengatasi gejala anemia,nutrimax vital 30 kapsul
Obat untuk suplementasi asam folat.,nutrisip 10 kapsul
Obat untuk suplemen nutrisi untuk pra & paska melahirkan,obdhamin 10 kapsul
Obat untuk mengatasi gangguan umum dalam kehamilan,obdhamin 10 kapsul
Obat untuk suplemen nutrisi untuk sebelum dan sesudah melahirkan dan untuk mengatasi gangguan yang sering timbul selama kehamilan,obimin-af 10 tablet
Obat untuk suplemen vitamin dan mineral dengan asam lemak esensial yang dibutuhkan oleh ibu hamil & menyusui,obipluz 6 kapsul
Obat untuk suplemen vitamin & mineral pada anemia seperti selama masa kehamilan & menyusui,prenamia 4 kapsul
Obat untuk suplementasi vitamin dan mineral dengan asam lemak esensial yang dibutuhkan oleh ibu hamil dan menyusui.,prohelic 10 kapsul
Obat untuk segala jenis anemia,ramabion 10 kapsul
Obat untuk suplemen untuk membantu memnuhi kebutuhan vitamin dan mineral untuk ibu hamil,vitachol 10 kapsul
Obat untuk suplemen vitamin dan mineral untuk kehamilan trimester 1,vitamam-1 30 kapsul
Obat untuk suplemen vitamin,vitamam-2 28 kapsul
Obat untuk mineral & asam folat selama trimester-2 kehamilan,vitamam-2 28 kapsul
Obat untuk membantu memlihara kesehatan,vitamulti dha 10 kapsul
Obat untuk anemia akibat kekurangan zat besi pada wanita usia subur,vitonal f 10 kaplet
Obat untuk terutama selama hamil & menyusui,vitonal f 10 kaplet
Obat untuk pertumbuhan janin,folavit 400 mcg 10 tablet
Obat untuk defisiensi asam folat,"folac 400 mcg 10 tablet,folavit 400 mcg 10 tablet"
Obat untuk suplemen untuk masa kehamilan dan menyusui,folavit 400 mcg 10 tablet
Obat untuk meningkatnya kebutuhan asam folat.,folavit 400 mcg 10 tablet
Obat untuk pengobatan dan pencegahan defisiensi zat besi dan asam folat selama hamil dan sesudah melahirkan,maltofer drops 30 ml
Obat untuk sebagai suplementasi zat besi dan multivitamin,sangobion vita-tonik cranbery 250 ml
Obat untuk terutama pada keadaan anemia (kurang darah) karena kekurangan zat besi.,sangobion vita-tonik cranbery 250 ml
Obat untuk insufisiensi vena,venosmil 200 mg 10 kapsul
Obat untuk hemoroid/wasir,venosmil 200 mg 10 kapsul
Obat untuk anemia megaloblastik yang disebabkan oleh defisiensi folic acid,folic acid 1 mg 10 tablet
Obat untuk untuk pengobatan pada defisiensi zat besi laten dan anemia (gejala defisiensi zat besi) terapi pencegahan defisiensi zat besi selama kehamilan.,maltofer chewable 6 tablet
Obat untuk untuk pengobatan defisiensi zat besi laten dan anemia defisiensi zat besi (gejala defisiensi zat besi),maltofer fol chewable 6 tablet
Obat untuk dan untuk pencegahan defisiensi zat besi dan asam folat pada masa sebelum,maltofer fol chewable 6 tablet
Obat untuk selama,maltofer fol chewable 6 tablet
Obat untuk dan setelah masa kehamilan serta selama masa menyusui.,maltofer fol chewable 6 tablet
Obat untuk sebagai penambah darah dan membantu memperbaiki stamina tubuh.,sangobion vita-tonik cranbery 400 ml
Obat untuk membantu memenuhi kebutuhan zat besi dan asam folat tubuh,tablet tambah darah 10 tablet
Obat untuk serta mengatasi anemia megaloblastik.,tablet tambah darah 10 tablet
Obat untuk anemia megaloblastik dan makrostatik akibat defisiensi asam folat,asam folat 400 mcg 10 tablet
Obat untuk keadaan meningginya kebutuhan asam folat,asam folat 400 mcg 10 tablet
Obat untuk keadaan yang membutuhkan suplementasi asam folat,asam folat 400 mcg 10 tablet
Obat untuk membantu memenuhi kebutuhan zat besi pada keadaan anemia karena kekurangan zat besi,proferro 10 tablet kunyah
Obat untuk membantu meningkatkan peluang hamil dengan cara menguatkan sel telur istri dan meningkatkan kualitas sperma suami,afolat 400 mcg 10 tablet
Obat untuk suplemen asam folat pada ibu hamil dan pada kondisi anemia,anelat 10 kaplet
Obat untuk untuk mencegah dan mengobati kekurangan vitamin dan mineral seperti kekurangan darah (anemia) dan membantu pembentukan darah.,etabion 10 kapsul
Obat untuk suplemen selama kehamilan dan menyusui,folac 400 mcg 10 tablet
Obat untuk kondisi dimana kebutuhan asam folat meningkat,folac 400 mcg 10 tablet
Obat untuk anemia megaloblastik akibat defisiensi asam folat.,folac 400 mcg 10 tablet
Obat untuk menurunkan risiko kelainan tabung saraf pada bayi. mencegah pjk (penyakit jantung koroner) & anemia megaloblastik.,folas 400 mcg 10 tablet
Obat untuk membantu memenuhi kebutuhan asam folat.,hy-folic 6 tablet
Obat untuk mencegah kekurangan zat besi dan vitamin b pada wanita hamil dan menyusui di masa pemulihan,maltiron plus 10 tablet
Obat untuk membantu memnuhi kebutuhan vitamin dan mineral,mega we care ferrovit plus 10 kapsul
Obat untuk anemia karena kekurangan zat besi,samcobion 10 kapsul
Obat untuk pendarahan yang berlebihan,samcobion 10 kapsul
Obat untuk serta anemia pada masa pertumbuhan,samcobion 10 kapsul
Obat untuk masa kehamilan dan menyusui.,samcobion 10 kapsul
Obat untuk pengobatan dan pencegahan defisiensi vitamin dan mineral pada wanita hamil dan menyusui,solvitral kaplet
Obat untuk suplemen penunjang kehamilan,starfolat 10 tablet
Obat untuk menjaga keseimbangan hormon pada wanita paruh baya,kyolic estro go 60 kapsul
Obat untuk membantu meringankan gejala-gejala yang berkaitan dengan menopause seperti hot flushes,kyolic estro go 60 kapsul
Obat untuk berkeringat di malam hari,kyolic estro go 60 kapsul
Obat untuk mood swings.,kyolic estro go 60 kapsul
Obat untuk mengurangi gejala menopause dan premenopause (priode klimaterik),nutrafor balance 60 kapsul
Obat untuk seperti: hot flashet (sensai panas dan ruam pada bagian atas dada,nutrafor balance 60 kapsul
Obat untuk pergelangan tangan,nutrafor balance 60 kapsul
Obat untuk ataupun wajah),nutrafor balance 60 kapsul
Obat untuk siklus menstruasi yang tidak teratur,nutrafor balance 60 kapsul
Obat untuk kekeringan pada area vagina,nutrafor balance 60 kapsul
Obat untuk cemas,nutrafor balance 60 kapsul
Obat untuk perubahan mood (mood swing),nutrafor balance 60 kapsul
Obat untuk gangguan tidur,nutrafor balance 60 kapsul
Obat untuk dan lain-lain. membantu meningkatkan asupan kalsium untuk menjaga kepadatan tulang dan mengurangi risiko osteoporosis.,nutrafor balance 60 kapsul
Obat untuk suplementasi vitamin d. membantu memenuhi kebutuhan vitamin d. membantu memelihara kesehatan tubuh.,prove d3 drops 12.5 ml
Obat untuk suplemen nutrisi untuk bayi & anak,san-b-plex drops 15 ml
Obat untuk merangsang nafsu makan,san-b-plex drops 15 ml
Obat untuk suplementasi vitamin c pada anak,holisticare ester c kids 30 tablet kunyah
Obat untuk suplemen untuk menunjang perkembangan otak bayi dan untuk mensuplai nutrisi yang dibutuhkan extra oleh tubuh * lihat note di correction sheet dlm kolom indikasi,"prolacta with dha for baby 10 kapsul,prolacta with dha for baby 50 kapsul"
Obat untuk membantu membangun ketahanan alamiah tubuh dan mencegah kekurangan vitamin a dan d. pertumbuhan dan perkembangan tulang dan gigi.,scott's emulsion vita orange 200 ml
Obat untuk membantu memelihara kesehatan anak.,blackmores koalakids body shield 60 tablet kunyah
Obat untuk memenuhi kebutuhan vitamin b kompleks,enervon-c plus sirup 120 ml
Obat untuk a & d serta memelihara kesehatan anak pada masa pertumbuhan,enervon-c plus sirup 120 ml
Obat untuk memenuhi kebutuhan vitamin dan sebagai nutrisi otak,pediagrow sirup 200 ml
Obat untuk untuk membantu membangun daya tahan tubuh dan memenuhi kebutuhan vitamin a dan d di dalam tubuh.,"scott's emulsion original 200 ml,scott's emulsion original 400 ml"
Obat untuk membantu memelihara kesehatan tubuh anak serta pertumbuhan tulang dan gigi yang kuat. memenuhi kebutuhan vitamin a & d.,scott's emulsion vita orange 400 ml
Obat untuk meningkatkan nafsu makan anak,vegeblend 21 jr 30 kapsul
Obat untuk membantu meningkatkan produksi energi anak dalam melakukan aktivitasnya. membantu meningkatkan daya tahan tubuh anak. membantu pertumbuhan dan perkembangan fisik serta mental anak. meningkatkan nafsu makan. baik untuk kesehatan mata,wellness children's multi liquid 8 oz
Obat untuk otak,wellness children's multi liquid 8 oz
Obat untuk jantung,wellness children's multi liquid 8 oz
Obat untuk paru,wellness children's multi liquid 8 oz
Obat untuk dll.,wellness children's multi liquid 8 oz
Obat untuk meningkatkan imunitas dan dukung tumbuh kembang anak usia 3-12 tahun,youvit gummy anak rasa stroberi jeruk nanas 7 tablet
Obat untuk multivitamin ini digunakan untuk memenuhi kebutuhan vitamin dan mineral tubuh,youvit gummy rasa mix berri 7 tablet
Obat untuk vitamin untuk membantu meningkatkan kecerdasan otak dan menajaga kesehatan mata,"youvit omega-3 anak 30 gummies,youvit omega-3 anak 7 gummies"
Obat untuk membantu memperbaiki nafsu makan.,"anak sehat anggur 7 g 10+1 sachet,anak sehat jeruk 7 g 10+1 sachet,anak sehat strawberry 7 g 10+1 sachet,curcuma plus grow emulsion rasa jeruk sirup 200 ml,curcuma plus grow emulsion rasa jeruk sirup 400 ml"
Obat untuk suplemen ini digunakan untuk membantu memenuhi kebutuhan vitamin c dan vitamin b kompleks anak dalam menunjang masa tumbuh kembang anak.,becefort sirup 60 ml
Obat untuk membantu mengatasi masuk angin,bejo anak jahe merah 12 sachet
Obat untuk dan meriang,bejo anak jahe merah 12 sachet
Obat untuk sebagai vitamin dalam bentuk permen gummy,cerebrofort marine gummy grape sachet 10 tablet
Obat untuk yang dapat membantu perkembangan kecerdasan otak anak,cerebrofort marine gummy grape sachet 10 tablet
Obat untuk dan juga tumbuh kembang sel-sel otak,cerebrofort marine gummy grape sachet 10 tablet
Obat untuk terutama pada anak-anak yang sedang mengalami proses pertumbuhan.,cerebrofort marine gummy grape sachet 10 tablet
Obat untuk memenuhi kebutuhan dha dan epa dalam perkembangan otak anak,cerebrofort marine gummy orange sachet 10 tablet
Obat untuk membantu memelihara dan menjaga kekebalan / daya tahan tubuh anak,egoji chewy gummy rasa leci 25 g isi 10
Obat untuk memenuthi kebutuhan vitamin dan mineral pada anak di masa pertumbuhan,fitkom gummy fruit and veggie 48 g 4 sachet
Obat untuk memenuhi kebutuhan vitamin terutama pada masa pertumbuhan dan sesudah sembuh dari sakit,"fitkom rasa anggur 21 tablet,fitkom rasa jeruk 21 tablet"
Obat untuk pasca operasi. menambah nafsu makan,"fitkom rasa anggur 21 tablet,fitkom rasa jeruk 21 tablet"
Obat untuk nutrisi jaringan otak,"fitkom rasa anggur 21 tablet,fitkom rasa jeruk 21 tablet"
Obat untuk membantu memenuhi kebutuhan vitamin dan mineral,h-booster syrup 50ml
Obat untuk memelihara daya tahan tubuh dan mempercepat penyembuhan penyakit,h-booster syrup 50ml
Obat untuk membantu meningkatkan kepadatan tulang,hi-bone kids 50 tablet kunyah
Obat untuk memeliharan kesehatan anak,hi-bone kids 50 tablet kunyah
Obat untuk membantu memperbaiki nafsu makan dan memelihara kesehatan anak.,jovial multivitamin emulsion platinum 110 ml
